Student_ID,Student_Seq,Gender,College,Course,Semester,Year,Year_Numeric,Sem_Numeric,GWA,Avg_Grade,Std_Grade,Sub_Count,Min_Grade,Max_Grade,is_inc,is_drop,fail_count,fail_rate,inc_rate,drop_rate,is_irregular
336_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,336,1,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,1.65,1.6458333333333333,0.3910698224877574,12,1.0,2.25,0,0,0,0.0,0,0,0
336_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,336,1,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,2.25,2.25,,1,2.25,2.25,0,0,0,0.0,0,0,0
336_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,336,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,1.83,1.8333333333333333,0.5590169943749475,9,1.0,2.75,0,0,0,0.0,0,0,0
336_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,336,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,1.89,1.8888888888888888,0.6627489050244527,9,1.25,3.0,0,0,1,0.1111111111111111,0,0,0
336_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,336,1,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.54,1.5416666666666667,0.4851975542669879,6,1.0,2.25,0,0,0,0.0,0,0,0
336_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,336,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,2.0,2.0,0.2635231383473649,10,1.5,2.25,0,0,0,0.0,0,0,0
336_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,336,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,1.33,1.3333333333333333,0.3818813079129866,3,1.0,1.75,0,0,0,0.0,0,0,0
337_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,337,1,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,2.1,2.1,0.4116363011742823,10,1.25,2.75,0,0,0,0.0,0,0,0
337_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,337,1,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,2.88,2.875,0.1767766952966369,2,2.75,3.0,0,0,1,0.5,0,0,0
337_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,337,1,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.55,1.55,0.5968668193156661,5,1.0,2.5,0,0,0,0.0,0,0,0
337_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,337,1,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,1.58,1.5833333333333333,0.2581988897471611,6,1.25,2.0,0,0,0,0.0,0,0,0
337_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,337,0,CCST,Bachelor of Science in Computer Science,1sem,2022-2023,2022.0,1,1.43,1.431818181818182,0.1965613482767241,11,1.0,1.75,0,0,0,0.0,0,0,0
337_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,337,0,CCST,Bachelor of Science in Information Technology,1sem,2022-2023,2022.0,1,1.5,1.5,0.3227486121839514,7,1.0,1.75,0,0,0,0.0,0,0,0
337_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,337,1,CEA,Bachelor of Science in Architecture,1sem,2022-2023,2022.0,1,1.71,1.7083333333333333,0.5103103630798288,6,1.0,2.25,0,0,0,0.0,0,0,0
337_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,337,0,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,1.38,1.375,0.3285643703363854,12,1.0,2.0,0,0,0,0.0,0,0,0
337_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,337,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,1.67,1.6666666666666667,0.3952847075210474,9,1.0,2.25,0,0,0,0.0,0,0,0
337_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,337,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,1.58,1.5833333333333333,0.5994789404140899,9,1.0,3.0,0,0,1,0.1111111111111111,0,0,0
337_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,337,1,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,1.83,1.8333333333333333,0.6123724356957945,9,1.25,3.0,0,0,1,0.1111111111111111,0,0,0
337_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,337,1,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.3,1.3,0.1118033988749894,5,1.25,1.5,0,0,0,0.0,0,0,0
337_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,337,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,3.54,3.5357142857142856,1.3951446417589008,7,2.0,5.0,1,0,3,0.4285714285714285,1,0,1
337_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,337,0,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,1.85,1.85,0.6146362971528592,10,1.0,2.75,0,0,0,0.0,0,0,0
338_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,338,1,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,2.8,2.8,1.2006942436218584,10,2.0,5.0,1,0,3,0.3,1,0,1
338_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,338,0,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,2.25,2.25,0.7071067811865476,2,1.75,2.75,0,0,0,0.0,0,0,0
338_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,338,1,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.62,1.625,0.518411033833193,6,1.0,2.5,0,0,0,0.0,0,0,0
338_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,338,1,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,1.88,1.875,0.2622022120425379,6,1.5,2.25,0,0,0,0.0,0,0,0
338_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,338,1,CCST,Bachelor of Science in Computer Science,1sem,2022-2023,2022.0,1,1.59,1.5909090909090908,0.2800162332956625,11,1.25,2.25,0,0,0,0.0,0,0,0
338_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,338,1,CCST,Bachelor of Science in Information Technology,1sem,2022-2023,2022.0,1,1.57,1.5714285714285714,0.2377974328028354,7,1.25,2.0,0,0,0,0.0,0,0,0
338_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,338,1,CEA,Bachelor of Science in Architecture,1sem,2022-2023,2022.0,1,2.36,2.357142857142857,0.3493190655028859,7,2.0,3.0,0,0,1,0.1428571428571428,0,0,0
338_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,338,0,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,2.16,2.159090909090909,0.5276448530110863,11,1.25,3.0,0,0,1,0.0909090909090909,0,0,0
338_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,338,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,2.56,2.555555555555556,1.0736748938937606,9,1.25,5.0,1,0,2,0.2222222222222222,1,0,1
338_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,338,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,2.91,2.90625,1.8172659016068224,8,1.0,5.0,1,0,3,0.375,1,0,1
338_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,338,1,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,2.25,2.25,,1,2.25,2.25,0,0,0,0.0,0,0,0
338_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,338,0,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.55,1.55,0.2091650066335189,5,1.25,1.75,0,0,0,0.0,0,0,0
338_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,338,1,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,2.03,2.03125,0.4317220501334494,8,1.5,2.75,0,0,0,0.0,0,0,0
338_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,338,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,2.06,2.055555555555556,0.4965156369922077,9,1.0,2.5,0,0,0,0.0,0,0,0
339_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,339,0,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,4.54,4.541666666666667,1.1226827987756232,6,2.25,5.0,1,0,5,0.8333333333333334,1,0,1
339_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,339,1,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,2.62,2.625,0.5303300858899106,2,2.25,3.0,0,0,1,0.5,0,0,0
339_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,339,1,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.42,1.4166666666666667,0.2886751345948129,3,1.25,1.75,0,0,0,0.0,0,0,0
339_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,339,0,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,1.95,1.95,0.4472135954999579,5,1.25,2.5,0,0,0,0.0,0,0,0
339_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,339,1,CCST,Bachelor of Science in Computer Science,1sem,2022-2023,2022.0,1,1.32,1.318181818181818,0.1965613482767241,11,1.0,1.75,0,0,0,0.0,0,0,0
339_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,339,1,CCST,Bachelor of Science in Information Technology,1sem,2022-2023,2022.0,1,1.5,1.5,0.1443375672974064,7,1.25,1.75,0,0,0,0.0,0,0,0
339_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,339,0,CEA,Bachelor of Science in Architecture,1sem,2022-2023,2022.0,1,2.04,2.0416666666666665,0.7144345083117603,6,1.0,3.0,0,0,1,0.1666666666666666,0,0,0
339_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,339,1,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,1.62,1.625,0.5303300858899106,2,1.25,2.0,0,0,0,0.0,0,0,0
339_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,339,1,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,2.5,2.5,,1,2.5,2.5,0,0,0,0.0,0,0,0
339_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,339,0,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,1.88,1.875,0.6373774391990981,10,1.0,3.0,0,0,1,0.1,0,0,0
339_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,339,1,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,1.78,1.775,0.4632314036562432,10,1.25,2.75,0,0,0,0.0,0,0,0
339_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,339,1,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.43,1.4285714285714286,0.5536674263920707,7,1.0,2.5,0,0,0,0.0,0,0,0
339_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,339,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,1.85,1.85,0.3763863263545405,10,1.25,2.25,0,0,0,0.0,0,0,0
339_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,339,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,1.8,1.8,0.3496029493900505,10,1.0,2.25,0,0,0,0.0,0,0,0
33_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,33,1,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,1.71,1.7083333333333333,0.1881931631772702,6,1.5,2.0,0,0,0,0.0,0,0,0
33_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,33,0,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,1.82,1.825,0.3736085295243316,10,1.25,2.5,0,0,0,0.0,0,0,0
33_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,33,1,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.6,1.6,0.5755432216610669,5,1.0,2.5,0,0,0,0.0,0,0,0
33_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,33,1,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,2.08,2.083333333333333,0.5773502691896258,12,1.25,3.0,0,0,1,0.0833333333333333,0,0,0
33_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,33,1,CCST,Bachelor of Science in Computer Science,1sem,2022-2023,2022.0,1,1.5,1.5,0.7071067811865476,4,1.0,2.5,0,0,0,0.0,0,0,0
33_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,33,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1sem,2022-2023,2022.0,1,3.11,3.107142857142857,1.4131609283884867,7,1.5,5.0,1,0,4,0.5714285714285714,1,0,1
33_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,33,0,CCST,Bachelor of Science in Information Technology,1sem,2022-2023,2022.0,1,1.62,1.625,0.25,4,1.25,1.75,0,0,0,0.0,0,0,0
33_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,33,1,CEA,Bachelor of Science in Architecture,1sem,2022-2023,2022.0,1,1.4,1.4,0.3354101966249684,5,1.0,1.75,0,0,0,0.0,0,0,0
33_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,33,0,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,2.31,2.3125,0.5153882032022076,4,1.75,3.0,0,0,1,0.25,0,0,0
33_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,33,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,2.62,2.625,1.0436885140144612,8,1.75,5.0,1,0,2,0.25,1,0,1
33_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,33,1,CEA,Bachelor of Science in Electronics Engineering,1sem,2022-2023,2022.0,1,2.11,2.107142857142857,0.4755948656056709,7,1.5,2.75,0,0,0,0.0,0,0,0
33_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,33,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,2.22,2.225,0.6286007388548703,10,1.5,3.0,0,0,2,0.2,0,0,0
33_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,33,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,2.25,2.25,0.5,6,1.5,3.0,0,0,1,0.1666666666666666,0,0,0
33_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,33,0,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.75,1.75,0.4677071733467426,5,1.25,2.5,0,0,0,0.0,0,0,0
33_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,33,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,2.25,2.25,0.5270462766947299,10,1.25,3.0,0,0,1,0.1,0,0,0
33_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,33,0,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,2.0,2.0,1.07661084384791,12,1.0,5.0,1,0,1,0.0833333333333333,1,0,1
340_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,340,1,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,1.82,1.825,0.3343733774623146,10,1.25,2.25,0,0,0,0.0,0,0,0
340_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,340,1,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,1.56,1.5625,0.3952847075210474,8,1.0,2.0,0,0,0,0.0,0,0,0
340_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,340,1,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.58,1.5833333333333333,0.3763863263545405,6,1.25,2.25,0,0,0,0.0,0,0,0
340_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,340,1,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,1.75,1.75,0.3162277660168379,6,1.25,2.0,0,0,0,0.0,0,0,0
340_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,340,0,CCST,Bachelor of Science in Computer Science,1sem,2022-2023,2022.0,1,1.57,1.5714285714285714,0.2781743201320934,7,1.25,2.0,0,0,0,0.0,0,0,0
340_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,340,1,CCST,Bachelor of Science in Information Technology,1sem,2022-2023,2022.0,1,1.71,1.7142857142857142,0.2249338527106093,7,1.5,2.0,0,0,0,0.0,0,0,0
340_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,340,1,CEA,Bachelor of Science in Architecture,1sem,2022-2023,2022.0,1,1.83,1.8333333333333333,0.6258327785172862,6,1.0,2.75,0,0,0,0.0,0,0,0
340_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,340,0,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,2.23,2.227272727272727,1.4596855203028556,11,1.0,5.0,1,0,2,0.1818181818181818,1,0,1
340_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,340,1,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,1.84,1.84375,0.5334774730817734,8,1.25,2.75,0,0,0,0.0,0,0,0
340_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,340,0,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,4.05,4.05,1.3038404810405295,5,2.5,5.0,1,0,3,0.6,1,0,1
340_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,340,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,1.9,1.9,0.5426273532033236,10,1.5,3.0,0,0,1,0.1,0,0,0
340_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,340,0,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.4,1.4,0.2850438562747844,5,1.0,1.75,0,0,0,0.0,0,0,0
340_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,340,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,2.28,2.28125,0.6187184335382291,8,1.5,3.0,0,0,3,0.375,0,0,0
340_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,340,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,1.25,1.25,0.0,3,1.25,1.25,0,0,0,0.0,0,0,0
341_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,341,1,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,2.4,2.4,0.4281744192888376,10,1.75,3.0,0,0,2,0.2,0,0,0
341_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,341,0,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,2.0,2.0,0.6454972243679028,10,1.25,3.0,0,0,1,0.1,0,0,0
341_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,341,1,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.5,1.5,0.2988071523335984,8,1.0,2.0,0,0,0,0.0,0,0,0
341_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,341,1,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,1.47,1.46875,0.3116058636895562,8,1.0,2.0,0,0,0,0.0,0,0,0
341_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,341,1,CCST,Bachelor of Science in Computer Science,1sem,2022-2023,2022.0,1,2.04,2.0357142857142856,0.1725163898355885,7,1.75,2.25,0,0,0,0.0,0,0,0
341_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,341,0,CCST,Bachelor of Science in Information Technology,1sem,2022-2023,2022.0,1,1.47,1.46875,0.3116058636895562,8,1.0,2.0,0,0,0,0.0,0,0,0
341_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,341,0,CEA,Bachelor of Science in Architecture,1sem,2022-2023,2022.0,1,2.8,2.8,1.3393095235978874,5,1.5,5.0,1,0,1,0.2,1,0,1
341_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,341,0,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,1.72,1.7222222222222223,0.4583333333333333,9,1.0,2.5,0,0,0,0.0,0,0,0
341_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,341,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,1.56,1.5625,0.3471825374147068,8,1.25,2.0,0,0,0,0.0,0,0,0
341_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,341,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,5.0,5.0,0.0,6,5.0,5.0,1,0,6,1.0,1,0,1
341_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,341,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,1.62,1.625,0.1443375672974064,4,1.5,1.75,0,0,0,0.0,0,0,0
341_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,341,1,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.79,1.7857142857142858,0.6681531047810609,7,1.0,3.0,0,0,1,0.1428571428571428,0,0,0
341_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,341,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,1.94,1.9375,0.4172614801981401,8,1.0,2.25,0,0,0,0.0,0,0,0
341_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,341,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,1.42,1.425,0.2058181505871411,10,1.0,1.75,0,0,0,0.0,0,0,0
342_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,342,1,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,5.0,5.0,0.0,9,5.0,5.0,1,0,9,1.0,1,0,1
342_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,342,1,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,2.12,2.125,0.5303300858899106,2,1.75,2.5,0,0,0,0.0,0,0,0
342_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,342,0,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.88,1.875,0.5824823725107175,8,1.0,2.75,0,0,0,0.0,0,0,0
342_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,342,1,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,1.46,1.4583333333333333,0.2457980200625437,6,1.0,1.75,0,0,0,0.0,0,0,0
342_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,342,0,CCST,Bachelor of Science in Computer Science,1sem,2022-2023,2022.0,1,1.55,1.5454545454545454,0.3126136157099891,11,1.0,2.0,0,0,0,0.0,0,0,0
342_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,342,0,CCST,Bachelor of Science in Information Technology,1sem,2022-2023,2022.0,1,1.71,1.7142857142857142,0.5669467095138409,7,1.0,2.5,0,0,0,0.0,0,0,0
342_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,342,1,CEA,Bachelor of Science in Architecture,1sem,2022-2023,2022.0,1,2.11,2.107142857142857,0.3779644730092272,7,1.5,2.75,0,0,0,0.0,0,0,0
342_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,342,0,CEA,Bachelor of Science in Civil Engineering,1sem,2022-2023,2022.0,1,1.97,1.9722222222222223,0.5368374469468802,9,1.25,2.75,0,0,0,0.0,0,0,0
342_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,342,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2022-2023,2022.0,1,2.11,2.111111111111111,1.1599509089229212,9,1.25,5.0,1,0,1,0.1111111111111111,1,0,1
342_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,342,0,CEA,Bachelor of Science in Industrial Engineering,1sem,2022-2023,2022.0,1,5.0,5.0,0.0,5,5.0,5.0,1,0,5,1.0,1,0,1
342_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,342,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2022-2023,2022.0,1,3.17,3.1666666666666665,1.6072751268321592,3,2.0,5.0,1,0,1,0.3333333333333333,1,0,1
342_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,342,1,COAS,Bachelor of Arts in Communication,1sem,2022-2023,2022.0,1,1.6,1.6,0.5755432216610669,5,1.0,2.25,0,0,0,0.0,0,0,0
342_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,342,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2022-2023,2022.0,1,2.25,2.25,,1,2.25,2.25,0,0,0,0.0,0,0,0
342_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,342,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2022-2023,2022.0,1,1.42,1.4166666666666667,0.1443375672974064,3,1.25,1.5,0,0,0,0.0,0,0,0
343_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,343,1,CAHS,Bachelor of Science in Midwifery,1sem,2022-2023,2022.0,1,1.9,1.9,0.3944053188733077,10,1.25,2.5,0,0,0,0.0,0,0,0
343_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,343,0,CAHS,Bachelor of Science in Nursing,1sem,2022-2023,2022.0,1,1.75,1.75,0.3726779962499649,10,1.25,2.5,0,0,0,0.0,0,0,0
343_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,343,1,CBA,Bachelor of Science in Hospitality Management,1sem,2022-2023,2022.0,1,1.75,1.75,0.5669467095138409,8,1.0,2.75,0,0,0,0.0,0,0,0
343_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,343,1,CBA,Bachelor of Science in Tourism Management,1sem,2022-2023,2022.0,1,1.75,1.75,0.543557306504609,12,1.0,2.75,0,0,0,0.0,0,0,0
